HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.id1,Input.image1_title,Input.image1_label,Input.image1_url,Input.image2_title,Input.image2_label,Input.image2_url,Input.image3_title,Input.image3_label,Input.image3_url,Answer.equal,Answer.equal.label,Approve,Reject
ORALCE,x,Are these two items the same?,Are these two items the same?,"item, equality, comparison",$10.01 ,11/7/2021,13,BatchId:337510;OriginalHitTemplateId:921587268;,3600,259200,11/7/2021,,,ORACLE,ORACLE,Approved,11/7/2021,11/7/2021,11/7/2021,11/7/2021,,,14,X,100% (10/10),0% (0/0),10,ISIC_0004110,0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0004110_resized.jpg?raw=true,ISIC_2437633,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_2437633_resized.jpg?raw=true,ISIC_3446357,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_3446357_resized.jpg?raw=true,B,very uncertain,,
ORALCE,x,Are these two items the same?,Are these two items the same?,"item, equality, comparison",$11.01 ,11/7/2021,14,BatchId:337510;OriginalHitTemplateId:921587268;,3600,259200,11/7/2021,,,ORACLE,ORACLE,Approved,11/7/2021,11/7/2021,11/7/2021,11/7/2021,,,15,X,100% (10/10),0% (0/0),11,ISIC_0001119,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0001119_resized.jpg?raw=true,ISIC_9332454,0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_9332454_resized.jpg?raw=true,ISIC_3072343,0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_3072343_resized.jpg?raw=true,B,very uncertain,,
ORALCE,x,Are these two items the same?,Are these two items the same?,"item, equality, comparison",$12.01 ,11/7/2021,15,BatchId:337510;OriginalHitTemplateId:921587268;,3600,259200,11/7/2021,,,ORACLE,ORACLE,Approved,11/7/2021,11/7/2021,11/7/2021,11/7/2021,,,16,X,100% (10/10),0% (0/0),12,ISIC_0002647,0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0002647_resized.jpg?raw=true,ISIC_1199843,0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_1199843_resized.jpg?raw=true,ISIC_5891384,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_5891384_resized.jpg?raw=true,A,very certain,,
ORALCE,x,Are these two items the same?,Are these two items the same?,"item, equality, comparison",$13.01 ,11/7/2021,16,BatchId:337510;OriginalHitTemplateId:921587268;,3600,259200,11/7/2021,,,ORACLE,ORACLE,Approved,11/7/2021,11/7/2021,11/7/2021,11/7/2021,,,17,X,100% (10/10),0% (0/0),13,ISIC_0014324,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0014324_resized.jpg?raw=true,ISIC_4874581,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_4874581_resized.jpg?raw=true,ISIC_2155898,0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_2155898_resized.jpg?raw=true,A,very certain,,
ORALCE,x,Are these two items the same?,Are these two items the same?,"item, equality, comparison",$14.01 ,11/7/2021,17,BatchId:337510;OriginalHitTemplateId:921587268;,3600,259200,11/7/2021,,,ORACLE,ORACLE,Approved,11/7/2021,11/7/2021,11/7/2021,11/7/2021,,,18,X,100% (10/10),0% (0/0),14,ISIC_0000143,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0000143_resized.jpg?raw=true,ISIC_1083392,0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_1083392_resized.jpg?raw=true,ISIC_0914168,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0914168_resized.jpg?raw=true,B,very certain,,
ORALCE,x,Are these two items the same?,Are these two items the same?,"item, equality, comparison",$15.01 ,11/7/2021,18,BatchId:337510;OriginalHitTemplateId:921587268;,3600,259200,11/7/2021,,,ORACLE,ORACLE,Approved,11/7/2021,11/7/2021,11/7/2021,11/7/2021,,,19,X,100% (10/10),0% (0/0),15,ISIC_0000498,0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0000498_resized.jpg?raw=true,ISIC_6971606,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_6971606_resized.jpg?raw=true,ISIC_2393986,0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_2393986_resized.jpg?raw=true,B,very certain,,
ORALCE,x,Are these two items the same?,Are these two items the same?,"item, equality, comparison",$16.01 ,11/7/2021,19,BatchId:337510;OriginalHitTemplateId:921587268;,3600,259200,11/7/2021,,,ORACLE,ORACLE,Approved,11/7/2021,11/7/2021,11/7/2021,11/7/2021,,,20,X,100% (10/10),0% (0/0),16,ISIC_0010241,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0010241_resized.jpg?raw=true,ISIC_2979268,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_2979268_resized.jpg?raw=true,ISIC_0751846,0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0751846_resized.jpg?raw=true,A,very certain,,
ORALCE,x,Are these two items the same?,Are these two items the same?,"item, equality, comparison",$17.01 ,11/7/2021,20,BatchId:337510;OriginalHitTemplateId:921587268;,3600,259200,11/7/2021,,,ORACLE,ORACLE,Approved,11/7/2021,11/7/2021,11/7/2021,11/7/2021,,,21,X,100% (10/10),0% (0/0),17,ISIC_0011158,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0011158_resized.jpg?raw=true,ISIC_1759817,0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_1759817_resized.jpg?raw=true,ISIC_9268487,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_9268487_resized.jpg?raw=true,B,very certain,,
ORALCE,x,Are these two items the same?,Are these two items the same?,"item, equality, comparison",$18.01 ,11/7/2021,21,BatchId:337510;OriginalHitTemplateId:921587268;,3600,259200,11/7/2021,,,ORACLE,ORACLE,Approved,11/7/2021,11/7/2021,11/7/2021,11/7/2021,,,22,X,100% (10/10),0% (0/0),18,ISIC_0011333,0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0011333_resized.jpg?raw=true,ISIC_6634951,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_6634951_resized.jpg?raw=true,ISIC_4378189,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_4378189_resized.jpg?raw=true,B,very uncertain,,
ORALCE,x,Are these two items the same?,Are these two items the same?,"item, equality, comparison",$19.01 ,11/7/2021,22,BatchId:337510;OriginalHitTemplateId:921587268;,3600,259200,11/7/2021,,,ORACLE,ORACLE,Approved,11/7/2021,11/7/2021,11/7/2021,11/7/2021,,,23,X,100% (10/10),0% (0/0),19,ISIC_0015045,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0015045_resized.jpg?raw=true,ISIC_6271913,0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_6271913_resized.jpg?raw=true,ISIC_5267208,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_5267208_resized.jpg?raw=true,B,very certain,,
ORALCE,x,Are these two items the same?,Are these two items the same?,"item, equality, comparison",$20.01 ,11/7/2021,23,BatchId:337510;OriginalHitTemplateId:921587268;,3600,259200,11/7/2021,,,ORACLE,ORACLE,Approved,11/7/2021,11/7/2021,11/7/2021,11/7/2021,,,24,X,100% (10/10),0% (0/0),20,ISIC_0000292,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0000292_resized.jpg?raw=true,ISIC_5765854,0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_5765854_resized.jpg?raw=true,ISIC_8462445,0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_8462445_resized.jpg?raw=true,B,very uncertain,,
ORALCE,x,Are these two items the same?,Are these two items the same?,"item, equality, comparison",$21.01 ,11/7/2021,24,BatchId:337510;OriginalHitTemplateId:921587268;,3600,259200,11/7/2021,,,ORACLE,ORACLE,Approved,11/7/2021,11/7/2021,11/7/2021,11/7/2021,,,25,X,100% (10/10),0% (0/0),21,ISIC_0000294,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0000294_resized.jpg?raw=true,ISIC_8404470,0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_8404470_resized.jpg?raw=true,ISIC_3775417,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_3775417_resized.jpg?raw=true,B,very certain,,
ORALCE,x,Are these two items the same?,Are these two items the same?,"item, equality, comparison",$22.01 ,11/7/2021,25,BatchId:337510;OriginalHitTemplateId:921587268;,3600,259200,11/7/2021,,,ORACLE,ORACLE,Approved,11/7/2021,11/7/2021,11/7/2021,11/7/2021,,,26,X,100% (10/10),0% (0/0),22,ISIC_0013088,0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0013088_resized.jpg?raw=true,ISIC_8397285,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_8397285_resized.jpg?raw=true,ISIC_0572205,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0572205_resized.jpg?raw=true,B,very uncertain,,
ORALCE,x,Are these two items the same?,Are these two items the same?,"item, equality, comparison",$23.01 ,11/7/2021,26,BatchId:337510;OriginalHitTemplateId:921587268;,3600,259200,11/7/2021,,,ORACLE,ORACLE,Approved,11/7/2021,11/7/2021,11/7/2021,11/7/2021,,,27,X,100% (10/10),0% (0/0),23,ISIC_0010000,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0010000_resized.jpg?raw=true,ISIC_4960802,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_4960802_resized.jpg?raw=true,ISIC_1819071,0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_1819071_resized.jpg?raw=true,A,very certain,,
ORALCE,x,Are these two items the same?,Are these two items the same?,"item, equality, comparison",$24.01 ,11/7/2021,27,BatchId:337510;OriginalHitTemplateId:921587268;,3600,259200,11/7/2021,,,ORACLE,ORACLE,Approved,11/7/2021,11/7/2021,11/7/2021,11/7/2021,,,28,X,100% (10/10),0% (0/0),24,ISIC_0013572,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0013572_resized.jpg?raw=true,ISIC_4358017,0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_4358017_resized.jpg?raw=true,ISIC_7188345,0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_7188345_resized.jpg?raw=true,B,very uncertain,,
ORALCE,x,Are these two items the same?,Are these two items the same?,"item, equality, comparison",$25.01 ,11/7/2021,28,BatchId:337510;OriginalHitTemplateId:921587268;,3600,259200,11/7/2021,,,ORACLE,ORACLE,Approved,11/7/2021,11/7/2021,11/7/2021,11/7/2021,,,29,X,100% (10/10),0% (0/0),25,ISIC_0000294,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0000294_resized.jpg?raw=true,ISIC_1405391,0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_1405391_resized.jpg?raw=true,ISIC_9008844,0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_9008844_resized.jpg?raw=true,B,very uncertain,,
ORALCE,x,Are these two items the same?,Are these two items the same?,"item, equality, comparison",$26.01 ,11/7/2021,29,BatchId:337510;OriginalHitTemplateId:921587268;,3600,259200,11/7/2021,,,ORACLE,ORACLE,Approved,11/7/2021,11/7/2021,11/7/2021,11/7/2021,,,30,X,100% (10/10),0% (0/0),26,ISIC_0013181,0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0013181_resized.jpg?raw=true,ISIC_3427736,0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_3427736_resized.jpg?raw=true,ISIC_1952599,0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_1952599_resized.jpg?raw=true,A,very certain,,
ORALCE,x,Are these two items the same?,Are these two items the same?,"item, equality, comparison",$27.01 ,11/7/2021,30,BatchId:337510;OriginalHitTemplateId:921587268;,3600,259200,11/7/2021,,,ORACLE,ORACLE,Approved,11/7/2021,11/7/2021,11/7/2021,11/7/2021,,,31,X,100% (10/10),0% (0/0),27,ISIC_0009950,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0009950_resized.jpg?raw=true,ISIC_7520843,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_7520843_resized.jpg?raw=true,ISIC_6526489,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_6526489_resized.jpg?raw=true,A,very certain,,
ORALCE,x,Are these two items the same?,Are these two items the same?,"item, equality, comparison",$28.01 ,11/7/2021,31,BatchId:337510;OriginalHitTemplateId:921587268;,3600,259200,11/7/2021,,,ORACLE,ORACLE,Approved,11/7/2021,11/7/2021,11/7/2021,11/7/2021,,,32,X,100% (10/10),0% (0/0),28,ISIC_0014185,0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0014185_resized.jpg?raw=true,ISIC_2700320,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_2700320_resized.jpg?raw=true,ISIC_9940466,0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_9940466_resized.jpg?raw=true,B,very certain,,
ORALCE,x,Are these two items the same?,Are these two items the same?,"item, equality, comparison",$29.01 ,11/7/2021,32,BatchId:337510;OriginalHitTemplateId:921587268;,3600,259200,11/7/2021,,,ORACLE,ORACLE,Approved,11/7/2021,11/7/2021,11/7/2021,11/7/2021,,,33,X,100% (10/10),0% (0/0),29,ISIC_0010317,0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0010317_resized.jpg?raw=true,ISIC_5768602,0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_5768602_resized.jpg?raw=true,ISIC_5747709,0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_5747709_resized.jpg?raw=true,A,very certain,,
ORALCE,x,Are these two items the same?,Are these two items the same?,"item, equality, comparison",$30.01 ,11/7/2021,33,BatchId:337510;OriginalHitTemplateId:921587268;,3600,259200,11/7/2021,,,ORACLE,ORACLE,Approved,11/7/2021,11/7/2021,11/7/2021,11/7/2021,,,34,X,100% (10/10),0% (0/0),30,ISIC_0013398,0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0013398_resized.jpg?raw=true,ISIC_2757355,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_2757355_resized.jpg?raw=true,ISIC_3391427,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_3391427_resized.jpg?raw=true,B,very uncertain,,
ORALCE,x,Are these two items the same?,Are these two items the same?,"item, equality, comparison",$31.01 ,11/7/2021,34,BatchId:337510;OriginalHitTemplateId:921587268;,3600,259200,11/7/2021,,,ORACLE,ORACLE,Approved,11/7/2021,11/7/2021,11/7/2021,11/7/2021,,,35,X,100% (10/10),0% (0/0),31,ISIC_0000519,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0000519_resized.jpg?raw=true,ISIC_7897925,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_7897925_resized.jpg?raw=true,ISIC_1068686,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_1068686_resized.jpg?raw=true,A,very certain,,
ORALCE,x,Are these two items the same?,Are these two items the same?,"item, equality, comparison",$32.01 ,11/7/2021,35,BatchId:337510;OriginalHitTemplateId:921587268;,3600,259200,11/7/2021,,,ORACLE,ORACLE,Approved,11/7/2021,11/7/2021,11/7/2021,11/7/2021,,,36,X,100% (10/10),0% (0/0),32,ISIC_0011163,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0011163_resized.jpg?raw=true,ISIC_7095398,0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_7095398_resized.jpg?raw=true,ISIC_9480417,0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_9480417_resized.jpg?raw=true,B,very uncertain,,
ORALCE,x,Are these two items the same?,Are these two items the same?,"item, equality, comparison",$33.01 ,11/7/2021,36,BatchId:337510;OriginalHitTemplateId:921587268;,3600,259200,11/7/2021,,,ORACLE,ORACLE,Approved,11/7/2021,11/7/2021,11/7/2021,11/7/2021,,,37,X,100% (10/10),0% (0/0),33,ISIC_0013981,0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0013981_resized.jpg?raw=true,ISIC_5220578,0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_5220578_resized.jpg?raw=true,ISIC_1388552,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_1388552_resized.jpg?raw=true,A,very certain,,
ORALCE,x,Are these two items the same?,Are these two items the same?,"item, equality, comparison",$34.01 ,11/7/2021,37,BatchId:337510;OriginalHitTemplateId:921587268;,3600,259200,11/7/2021,,,ORACLE,ORACLE,Approved,11/7/2021,11/7/2021,11/7/2021,11/7/2021,,,38,X,100% (10/10),0% (0/0),34,ISIC_0002975,0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0002975_resized.jpg?raw=true,ISIC_4842587,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_4842587_resized.jpg?raw=true,ISIC_7641395,0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_7641395_resized.jpg?raw=true,B,very certain,,
ORALCE,x,Are these two items the same?,Are these two items the same?,"item, equality, comparison",$35.01 ,11/7/2021,38,BatchId:337510;OriginalHitTemplateId:921587268;,3600,259200,11/7/2021,,,ORACLE,ORACLE,Approved,11/7/2021,11/7/2021,11/7/2021,11/7/2021,,,39,X,100% (10/10),0% (0/0),35,ISIC_0013840,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0013840_resized.jpg?raw=true,ISIC_1415237,0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_1415237_resized.jpg?raw=true,ISIC_9754098,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_9754098_resized.jpg?raw=true,B,very certain,,
