,image_id,cancer
28060,ISIC_8493108,1
1423,ISIC_0528044,1
26147,ISIC_7936755,1
3834,ISIC_1255336,1
16611,ISIC_5084113,1
8927,ISIC_2776906,1
32355,ISIC_9770677,1
21844,ISIC_6613150,1
26626,ISIC_8068693,1
9773,ISIC_3025889,1
5443,ISIC_1729223,1
91,ISIC_0149568,1
826,ISIC_0351666,1
12272,ISIC_3775417,1
4514,ISIC_1460932,1
20560,ISIC_6255113,1
8485,ISIC_2646829,1
11956,ISIC_3684488,1
12933,ISIC_3979826,1
3363,ISIC_1116483,1
33014,ISIC_9967383,1
3409,ISIC_1132496,1
22816,ISIC_6931277,1
27504,ISIC_8325226,1
25578,ISIC_7763042,1
30339,ISIC_9164054,1
16059,ISIC_4916704,1
2456,ISIC_0833889,1
30222,ISIC_9130157,1
1520,ISIC_0559335,1
24088,ISIC_7312977,1
16129,ISIC_4936662,1
9537,ISIC_2957732,1
21453,ISIC_6509682,1
20775,ISIC_6313487,1
21479,ISIC_6516710,1
11920,ISIC_3673080,1
25080,ISIC_7614221,1
1873,ISIC_0662000,1
9781,ISIC_3028754,1
12008,ISIC_3696488,1
24201,ISIC_7346228,1
7249,ISIC_2268341,1
31611,ISIC_9556334,1
22980,ISIC_6982386,1
15852,ISIC_4851366,1
20643,ISIC_6278273,1
16215,ISIC_4960802,1
18338,ISIC_5581931,1
20547,ISIC_6251753,1
20612,ISIC_6269166,1
21916,ISIC_6634951,1
23734,ISIC_7205745,1
29045,ISIC_8789051,1
30726,ISIC_9286292,1
11175,ISIC_3440759,1
12991,ISIC_3996796,1
29717,ISIC_8985109,1
17186,ISIC_5247560,1
1288,ISIC_0489267,1
27883,ISIC_8437493,1
24578,ISIC_7460887,1
25945,ISIC_7872595,1
30452,ISIC_9199429,1
10824,ISIC_3341710,1
6454,ISIC_2027582,1
23692,ISIC_7190243,1
29305,ISIC_8859274,1
28870,ISIC_8732757,1
7520,ISIC_2351999,1
16493,ISIC_5046082,1
10338,ISIC_3203344,1
11644,ISIC_3590167,1
3571,ISIC_1177153,1
21504,ISIC_6526489,1
19701,ISIC_5983500,1
31715,ISIC_9585329,1
10887,ISIC_3359880,1
9011,ISIC_2797353,1
26398,ISIC_8009536,1
22105,ISIC_6692344,1
21067,ISIC_6398669,1
12404,ISIC_3817719,1
5361,ISIC_1698942,1
8846,ISIC_2750230,1
12155,ISIC_3738751,1
14720,ISIC_4508878,1
21882,ISIC_6620377,1
24207,ISIC_7349772,1
31590,ISIC_9548821,1
26567,ISIC_8052769,1
28070,ISIC_8496052,1
30671,ISIC_9268487,1
26799,ISIC_8124900,1
17832,ISIC_5434661,1
4568,ISIC_1474461,1
9972,ISIC_3093026,1
886,ISIC_0369831,1
14293,ISIC_4378189,1
8118,ISIC_2525084,1
4886,ISIC_1569119,1
23824,ISIC_7233368,1
25120,ISIC_7626256,1
14493,ISIC_4439054,1
5911,ISIC_1870415,1
18031,ISIC_5495413,1
20930,ISIC_6355353,1
24289,ISIC_7372719,1
12781,ISIC_3936223,1
22394,ISIC_6786198,1
7848,ISIC_2448123,1
11282,ISIC_3475660,1
28674,ISIC_8672524,1
29510,ISIC_8922893,1
18945,ISIC_5747942,1
18822,ISIC_5714411,1
1790,ISIC_0639769,1
6476,ISIC_2033237,1
29762,ISIC_9000234,1
12874,ISIC_3963183,1
9762,ISIC_3023646,1
9888,ISIC_3068885,1
28152,ISIC_8521610,1
20531,ISIC_6248008,1
5193,ISIC_1654342,1
31474,ISIC_9509757,1
24962,ISIC_7577395,1
3689,ISIC_1210011,1
12685,ISIC_3909039,1
27797,ISIC_8414609,1
9876,ISIC_3065032,1
6714,ISIC_2105563,1
8745,ISIC_2724529,1
7726,ISIC_2408815,1
19404,ISIC_5891384,1
13779,ISIC_4229473,1
7380,ISIC_2306349,1
31664,ISIC_9571842,1
22031,ISIC_6671773,1
22800,ISIC_6927840,1
21065,ISIC_6398283,1
14441,ISIC_4425657,1
19209,ISIC_5829938,1
747,ISIC_0327406,1
5301,ISIC_1684127,1
29329,ISIC_8866651,1
3211,ISIC_1071355,1
7547,ISIC_2358454,1
26406,ISIC_8011058,1
4219,ISIC_1369967,1
6959,ISIC_2176112,1
27255,ISIC_8252406,1
24825,ISIC_7536704,1
12979,ISIC_3993924,1
22916,ISIC_6966001,1
7107,ISIC_2221217,1
26160,ISIC_7939816,1
21552,ISIC_6539127,1
26178,ISIC_7948290,1
21539,ISIC_6535558,1
7737,ISIC_2412113,1
9719,ISIC_3009877,1
13039,ISIC_4009870,1
22944,ISIC_6971606,1
26112,ISIC_7927525,1
16984,ISIC_5191344,1
8668,ISIC_2700320,1
21619,ISIC_6555290,1
26374,ISIC_8002875,1
15827,ISIC_4842587,1
3572,ISIC_1177505,1
11006,ISIC_3394520,1
14778,ISIC_4525317,1
17225,ISIC_5260050,1
7847,ISIC_2447578,1
4449,ISIC_1440985,1
20915,ISIC_6352565,1
27702,ISIC_8381531,1
23313,ISIC_7084553,1
24116,ISIC_7320371,1
29926,ISIC_9052500,1
19327,ISIC_5868291,1
9937,ISIC_3084312,1
18156,ISIC_5533992,1
20438,ISIC_6220625,1
14583,ISIC_4469476,1
17260,ISIC_5272223,1
27750,ISIC_8397285,1
26269,ISIC_7973598,1
2288,ISIC_0779920,1
25077,ISIC_7612992,1
7717,ISIC_2406492,1
11075,ISIC_3416107,1
12808,ISIC_3944634,1
21257,ISIC_6450034,1
32301,ISIC_9754098,1
16801,ISIC_5140952,1
17220,ISIC_5258657,1
5893,ISIC_1866770,1
18939,ISIC_5747486,1
31588,ISIC_9547725,1
21407,ISIC_6496251,1
6977,ISIC_2182856,1
9588,ISIC_2974214,1
27609,ISIC_8355446,1
18887,ISIC_5733748,1
26474,ISIC_8027899,1
32806,ISIC_9900191,1
235,ISIC_0188432,1
21094,ISIC_6404049,1
13571,ISIC_4163686,1
1817,ISIC_0647224,1
3204,ISIC_1068686,1
14766,ISIC_4523238,1
32837,ISIC_9910791,1
8657,ISIC_2697083,1
9151,ISIC_2837581,1
17464,ISIC_5331102,1
26388,ISIC_8006211,1
9464,ISIC_2937642,1
22520,ISIC_6829008,1
475,ISIC_0250839,1
3651,ISIC_1200192,1
26954,ISIC_8167374,1
23854,ISIC_7242384,1
32584,ISIC_9837063,0
21230,ISIC_6442768,0
11783,ISIC_3628451,0
16616,ISIC_5084654,0
11091,ISIC_3419245,0
8502,ISIC_2650571,0
1651,ISIC_0597414,0
17166,ISIC_5239856,0
3795,ISIC_1246666,0
17699,ISIC_5397163,0
9132,ISIC_2829644,0
10800,ISIC_3332531,0
24268,ISIC_7366196,0
17120,ISIC_5226353,0
13783,ISIC_4230432,0
21953,ISIC_6645710,0
8500,ISIC_2650222,0
32405,ISIC_9787058,0
10772,ISIC_3318928,0
25169,ISIC_7641395,0
17759,ISIC_5410481,0
7667,ISIC_2393986,0
17148,ISIC_5234914,0
32931,ISIC_9940466,0
16475,ISIC_5042524,0
15711,ISIC_4803030,0
15241,ISIC_4665517,0
5805,ISIC_1843497,0
31567,ISIC_9541491,0
9785,ISIC_3029937,0
15394,ISIC_4710645,0
18285,ISIC_5565517,0
1779,ISIC_0637965,0
5426,ISIC_1724802,0
12903,ISIC_3971830,0
15866,ISIC_4856118,0
19095,ISIC_5793035,0
1400,ISIC_0523125,0
23752,ISIC_7212966,0
23658,ISIC_7183541,0
4415,ISIC_1431777,0
14322,ISIC_4386659,0
915,ISIC_0378714,0
10273,ISIC_3183190,0
13081,ISIC_4023645,0
13603,ISIC_4174013,0
12927,ISIC_3978469,0
17092,ISIC_5220578,0
26485,ISIC_8030063,0
20839,ISIC_6330808,0
10234,ISIC_3170155,0
7648,ISIC_2387142,0
6994,ISIC_2186901,0
19006,ISIC_5768602,0
31892,ISIC_9637306,0
6061,ISIC_1915434,0
18376,ISIC_5591038,0
32828,ISIC_9908982,0
29415,ISIC_8892018,0
7349,ISIC_2297987,0
16884,ISIC_5163976,0
26169,ISIC_7944654,0
17322,ISIC_5292936,0
23598,ISIC_7168604,0
5551,ISIC_1759817,0
19797,ISIC_6010018,0
15439,ISIC_4725367,0
16311,ISIC_4986933,0
26318,ISIC_7987407,0
30921,ISIC_9339525,0
26472,ISIC_8027372,0
19850,ISIC_6026435,0
4978,ISIC_1595103,0
28822,ISIC_8715507,0
31790,ISIC_9605122,0
11254,ISIC_3463156,0
25456,ISIC_7725471,0
32069,ISIC_9687776,0
15030,ISIC_4600751,0
16749,ISIC_5123813,0
14108,ISIC_4327394,0
24764,ISIC_7517313,0
31742,ISIC_9593796,0
27544,ISIC_8337820,0
10591,ISIC_3270209,0
12654,ISIC_3897881,0
627,ISIC_0292616,0
18390,ISIC_5594546,0
6835,ISIC_2142639,0
28837,ISIC_8720514,0
15150,ISIC_4640293,0
12456,ISIC_3834379,0
6776,ISIC_2126176,0
26645,ISIC_8073553,0
4782,ISIC_1537141,0
10978,ISIC_3388468,0
6850,ISIC_2146346,0
6023,ISIC_1903346,0
15524,ISIC_4748605,0
5640,ISIC_1788746,0
2068,ISIC_0715702,0
19157,ISIC_5813427,0
5733,ISIC_1819071,0
9676,ISIC_2998367,0
10641,ISIC_3286285,0
17455,ISIC_5327271,0
15331,ISIC_4691889,0
1463,ISIC_0540848,0
4022,ISIC_1315068,0
32904,ISIC_9931592,0
14861,ISIC_4547333,0
25051,ISIC_7604839,0
25277,ISIC_7670817,0
415,ISIC_0236510,0
12260,ISIC_3770926,0
16189,ISIC_4954969,0
16151,ISIC_4943389,0
19624,ISIC_5960608,0
7599,ISIC_2374243,0
19990,ISIC_6072001,0
23445,ISIC_7125610,0
5557,ISIC_1762555,0
13257,ISIC_4071351,0
28790,ISIC_8706667,0
15986,ISIC_4891204,0
17391,ISIC_5312584,0
9323,ISIC_2894067,0
10501,ISIC_3246696,0
14303,ISIC_4380623,0
32639,ISIC_9853411,0
25760,ISIC_7816367,0
20626,ISIC_6271913,0
3636,ISIC_1197584,0
1052,ISIC_0421041,0
29466,ISIC_8908028,0
16511,ISIC_5051449,0
17125,ISIC_5228997,0
12973,ISIC_3992028,0
1647,ISIC_0596607,0
28717,ISIC_8687356,0
27466,ISIC_8316416,0
12632,ISIC_3889469,0
20093,ISIC_6104053,0
23949,ISIC_7271745,0
12964,ISIC_3990032,0
19272,ISIC_5852061,0
22607,ISIC_6858892,0
7864,ISIC_2451671,0
19638,ISIC_5962511,0
1088,ISIC_0430904,0
7332,ISIC_2292593,0
1760,ISIC_0628726,0
20872,ISIC_6341033,0
17548,ISIC_5357160,0
17457,ISIC_5327976,0
31821,ISIC_9617137,0
8155,ISIC_2539287,0
7593,ISIC_2372032,0
10673,ISIC_3295750,0
25739,ISIC_7808132,0
8747,ISIC_2725196,0
26964,ISIC_8170665,0
25710,ISIC_7801961,0
26411,ISIC_8011931,0
9997,ISIC_3100178,0
9545,ISIC_2961141,0
5967,ISIC_1886719,0
16039,ISIC_4908514,0
22955,ISIC_6974497,0
9818,ISIC_3043105,0
6373,ISIC_2001699,0
20683,ISIC_6289835,0
23646,ISIC_7180943,0
15205,ISIC_4654808,0
25482,ISIC_7732765,0
3786,ISIC_1243346,0
22323,ISIC_6764717,0
29145,ISIC_8815828,0
8040,ISIC_2504207,0
2812,ISIC_0940561,0
26866,ISIC_8143371,0
16451,ISIC_5036010,0
19891,ISIC_6039516,0
24992,ISIC_7586566,0
28701,ISIC_8680266,0
25065,ISIC_7607909,0
29841,ISIC_9024245,0
6437,ISIC_2020317,0
32768,ISIC_9889475,0
24445,ISIC_7418664,0
15210,ISIC_4655757,0
30569,ISIC_9237193,0
9284,ISIC_2881128,0
6536,ISIC_2051486,0
27089,ISIC_8205614,0
15294,ISIC_4680528,0
27124,ISIC_8213147,0
13613,ISIC_4176366,0
8951,ISIC_2782221,0
20786,ISIC_6316781,0
30738,ISIC_9289932,0
16405,ISIC_5019303,0
13098,ISIC_4026093,0
32368,ISIC_9775430,0
9930,ISIC_3082172,0
30890,ISIC_9332454,0
32229,ISIC_9737305,0
6140,ISIC_1936043,0
8191,ISIC_2553934,0
1116,ISIC_0438136,0
16060,ISIC_4917748,0
1029,ISIC_0413715,0
22256,ISIC_6742970,0
30378,ISIC_9176160,0
29230,ISIC_8838315,0
20976,ISIC_6373863,0
29330,ISIC_8866758,0
29743,ISIC_8994153,0
23517,ISIC_7145077,0
6196,ISIC_1952599,0
18454,ISIC_5611426,0
14538,ISIC_4456116,0
2818,ISIC_0941700,0
18086,ISIC_5511088,0
8781,ISIC_2734817,0
20110,ISIC_6110590,0
21003,ISIC_6381090,0
29259,ISIC_8847321,0
11118,ISIC_3427736,0
11471,ISIC_3535007,0
28024,ISIC_8481979,0
5327,ISIC_1690909,0
31966,ISIC_9657852,0
14016,ISIC_4300983,0
14910,ISIC_4560763,0
2166,ISIC_0751846,0
19451,ISIC_5905147,0
3381,ISIC_1122796,0
9720,ISIC_3009892,0
25838,ISIC_7836872,0
25125,ISIC_7628257,0
25817,ISIC_7831274,0
14411,ISIC_4417054,0
1927,ISIC_0678543,0
13245,ISIC_4068824,0
17306,ISIC_5286483,0
23672,ISIC_7186503,0
16679,ISIC_5102846,0
18942,ISIC_5747709,0
10487,ISIC_3242778,0
1404,ISIC_0523771,0
865,ISIC_0361914,0
27363,ISIC_8286308,0
18593,ISIC_5645368,0
27628,ISIC_8360023,0
2218,ISIC_0761713,0
4340,ISIC_1405391,0
3899,ISIC_1272961,0
3692,ISIC_1210620,0
13821,ISIC_4242559,0
28325,ISIC_8574819,0
5356,ISIC_1697847,0
14212,ISIC_4358017,0
24996,ISIC_7587869,0
5429,ISIC_1725961,0
19072,ISIC_5787620,0
27339,ISIC_8279603,0
8978,ISIC_2789145,0
3425,ISIC_1137043,0
13371,ISIC_4103984,0
5198,ISIC_1655590,0
11718,ISIC_3604975,0
11595,ISIC_3574196,0
6595,ISIC_2069039,0
17649,ISIC_5383791,0
20583,ISIC_6261648,0
21429,ISIC_6500740,0
29783,ISIC_9008844,0
10250,ISIC_3175350,0
2076,ISIC_0718586,0
32742,ISIC_9883879,0
8954,ISIC_2783331,0
8361,ISIC_2606720,0
21863,ISIC_6617636,0
21376,ISIC_6485348,0
27253,ISIC_8252165,0
22709,ISIC_6895248,0
12857,ISIC_3957034,0
25533,ISIC_7750671,0
28105,ISIC_8505378,0
5173,ISIC_1648826,0
10805,ISIC_3335794,0
25814,ISIC_7830880,0
22988,ISIC_6983970,0
17447,ISIC_5325281,0
13631,ISIC_4182214,0
947,ISIC_0389955,0
24568,ISIC_7458699,0
20651,ISIC_6281673,0
11895,ISIC_3665695,0
666,ISIC_0302103,0
18365,ISIC_5588509,0
4363,ISIC_1412906,0
27061,ISIC_8197677,0
23299,ISIC_7079714,0
11604,ISIC_3577410,0
13501,ISIC_4142024,0
2449,ISIC_0831791,0
22511,ISIC_6824842,0
4698,ISIC_1508810,0
31378,ISIC_9480417,0
7879,ISIC_2457132,0
26277,ISIC_7975248,0
31868,ISIC_9631793,0
28955,ISIC_8759880,0
10585,ISIC_3269018,0
19197,ISIC_5826063,0
3256,ISIC_1083392,0
4573,ISIC_1476176,0
30875,ISIC_9329713,0
23533,ISIC_7149484,0
32079,ISIC_9690422,0
10435,ISIC_3229171,0
4011,ISIC_1311771,0
27918,ISIC_8448271,0
27763,ISIC_8404470,0
2245,ISIC_0767006,0
21327,ISIC_6471878,0
1130,ISIC_0441120,0
4537,ISIC_1467006,0
22713,ISIC_6896795,0
18615,ISIC_5650816,0
12118,ISIC_3729849,0
24065,ISIC_7306860,0
24239,ISIC_7356954,0
16132,ISIC_4937725,0
31703,ISIC_9580380,0
4931,ISIC_1580619,0
16762,ISIC_5128216,0
23745,ISIC_7211332,0
5,ISIC_0074311,0
26750,ISIC_8109433,0
7590,ISIC_2371495,0
23800,ISIC_7228524,0
6878,ISIC_2153879,0
985,ISIC_0401528,0
7288,ISIC_2281984,0
32141,ISIC_9710168,0
12720,ISIC_3917739,0
19283,ISIC_5854870,0
9904,ISIC_3072343,0
32511,ISIC_9818733,0
8358,ISIC_2605880,0
15424,ISIC_4721599,0
24756,ISIC_7514918,0
16216,ISIC_4961292,0
31709,ISIC_9582532,0
16394,ISIC_5015378,0
15626,ISIC_4776213,0
17183,ISIC_5247102,0
16687,ISIC_5104795,0
28449,ISIC_8610534,0
18992,ISIC_5763750,0
23940,ISIC_7269812,0
19754,ISIC_5999002,0
18866,ISIC_5728325,0
28422,ISIC_8601951,0
4842,ISIC_1554893,0
24318,ISIC_7381224,0
3787,ISIC_1243938,0
25848,ISIC_7840165,0
28506,ISIC_8628723,0
6885,ISIC_2155898,0
18027,ISIC_5493359,0
31924,ISIC_9645666,0
17690,ISIC_5395011,0
17504,ISIC_5342664,0
15317,ISIC_4686662,0
21672,ISIC_6569060,0
25440,ISIC_7721747,0
3136,ISIC_1043267,0
21288,ISIC_6459976,0
12226,ISIC_3761843,0
30373,ISIC_9174738,0
22613,ISIC_6862411,0
8291,ISIC_2586487,0
22790,ISIC_6924502,0
18998,ISIC_5765854,0
4075,ISIC_1331104,0
16537,ISIC_5060012,0
23683,ISIC_7188345,0
27667,ISIC_8374701,0
30761,ISIC_9296862,0
11094,ISIC_3420087,0
25084,ISIC_7617170,0
31274,ISIC_9450200,0
5721,ISIC_1813240,0
19245,ISIC_5842418,0
31464,ISIC_9505910,0
6917,ISIC_2162542,0
28931,ISIC_8754527,0
16399,ISIC_5018298,0
13278,ISIC_4075797,0
20446,ISIC_6222956,0
8348,ISIC_2602794,0
31693,ISIC_9578777,0
24376,ISIC_7399068,0
23456,ISIC_7128535,0
1532,ISIC_0561846,0
2165,ISIC_0751582,0
31803,ISIC_9609907,0
10776,ISIC_3319411,0
17918,ISIC_5462221,0
7165,ISIC_2241388,0
8051,ISIC_2508032,0
5930,ISIC_1876943,0
773,ISIC_0337541,0
21286,ISIC_6459627,0
24497,ISIC_7437431,0
25070,ISIC_7611464,0
28853,ISIC_8726066,0
22685,ISIC_6885717,0
30873,ISIC_9328589,0
124,ISIC_0159568,0
16698,ISIC_5107157,0
18467,ISIC_5614446,0
2606,ISIC_0882617,0
2732,ISIC_0915750,0
21395,ISIC_6490869,0
19419,ISIC_5896464,0
26847,ISIC_8138302,0
8483,ISIC_2646316,0
6485,ISIC_2035097,0
10633,ISIC_3283317,0
25082,ISIC_7616324,0
7454,ISIC_2328690,0
29518,ISIC_8924942,0
29933,ISIC_9053755,0
3453,ISIC_1145706,0
12237,ISIC_3766022,0
30779,ISIC_9301809,0
29574,ISIC_8943906,0
4374,ISIC_1415237,0
3279,ISIC_1090562,0
8329,ISIC_2598044,0
23340,ISIC_7095398,0
9896,ISIC_3070142,0
28652,ISIC_8667793,0
26,ISIC_0084086,0
407,ISIC_0234096,0
10872,ISIC_3356457,0
26809,ISIC_8127394,0
27964,ISIC_8462445,0
12541,ISIC_3863802,0
13101,ISIC_4026806,0
453,ISIC_0244877,0
31125,ISIC_9407034,0
3226,ISIC_1075054,0
10728,ISIC_3309001,0
30282,ISIC_9147785,0
19550,ISIC_5934948,0
15536,ISIC_4750973,0
3194,ISIC_1065160,0
3016,ISIC_1005048,0
14065,ISIC_4315525,0
15194,ISIC_4652753,0
27277,ISIC_8260280,0
31177,ISIC_9421796,0
17701,ISIC_5397483,0
11430,ISIC_3522554,0
28103,ISIC_8505243,0
14673,ISIC_4495986,0
187,ISIC_0174527,0
1291,ISIC_0490442,0
11957,ISIC_3685448,0
32166,ISIC_9716059,0
9005,ISIC_2795397,0
23675,ISIC_7187427,0
17951,ISIC_5472470,0
5566,ISIC_1766413,0
11007,ISIC_3394796,0
9886,ISIC_3068513,0
3346,ISIC_1111313,0
10437,ISIC_3229879,0
3648,ISIC_1199843,0
24916,ISIC_7564545,0
33074,ISIC_9985224,0
18521,ISIC_5625980,0
1044,ISIC_0419875,0
16122,ISIC_4933230,0
6681,ISIC_2095143,0
8095,ISIC_2520419,0
548,ISIC_0273594,0
31147,ISIC_9414322,0
13961,ISIC_4282579,0
18533,ISIC_5630228,0
4451,ISIC_1441260,0
21714,ISIC_6577841,0
3283,ISIC_1091280,0
5635,ISIC_1787026,0
